Name,City,Country,IATAFAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST
Culebra Airport,"Culebra Island",Puerto Rico,CPX,TJCP,18.3127,-65.3034,12,-4,U
Drake Fld,"Fayetteville",United States,FYV,KFYV,36.005094,-94.170059,1251,-6,A
Manokotak Airport,"Manokotak",United States,KMO,PAMB,58.990278,-159.05,51,-9,A
St Hubert,"Montreal",Canada,YHU,CYHU,45.5175,-73.416944,90,-5,A
Havre City Co,"Havre",United States,HVR,KHVR,48.542983,-109.762342,2590,-7,A
Kalaupapa Airport,"Molokai",United States,LUP,PHLU,21.211,-156.974,24,-10,A
Simon Bolivar,"Santa Marta",Colombia,SMR,SKSM,11.11965,-74.230647,22,-5,U
Riviere Rouge - Mont-Tremblant International Inc. Airport,"Mont-Tremblant",Canada,YTM,CYFJ,46.409444,-74.78,827,-5,A
Logan-Cache,"Logan",United States,LGU,KLGU,41.791,-111.852,4457,-7,A
Hunter Aaf,"Hunter Aaf",United States,SVN,KSVN,32.01,-81.145683,42,-5,A
Rosario Seaplane Base,"Rosario",United States,RSJ,,48.645556,-122.868056,0,-8,A
Provo Municipal Airport,"Provo",United States,PVU,KPVU,40.21805555,-111.72222222,4497,-6,A
Toyama,"Toyama",Japan,TOY,RJNT,36.648333,137.1875,95,9,U
Anvik Airport,"Anvik",United States,ANV,PANV,62.6467,-160.191,309,-9,A
Pilot Point Airport,"Pilot Point",United States,PIP,PAPN,57.585393,-157.571944,57,-9,A
New Stuyahok Airport,"New Stuyahok",United States,KNW,PANW,59.4499,-157.328,302,-9,A
Ladd Aaf,"Fort Wainwright",United States,FBK,PAFB,64.8375,-147.614444,454,-9,A
Chignik Lake Airport,"Chignik Lake",United States,KCQ,,56.255,-158.775278,50,-9,A
Bowling Green-Warren County Regional Airport,"Bowling Green",United States,BWG,KBWG,36.9645278,-86.4196667,547,-5,A
Bournemouth,"Bournemouth",United Kingdom,BOH,EGHH,50.78,-1.8425,38,0,E
Memorial Field,"Hot Springs",United States,HOT,KHOT,34.478,-93.0962,540,-6,A
Chalkyitsik Airport,"Chalkyitsik",United States,CIK,PACI,66.645,-143.74,544,-9,A
Akureyri,"Akureyri",Iceland,AEY,BIAR,65.659994,-18.072703,6,0,N
Eagle Airport,"Eagle",United States,EAA,PAEG,64.778056,-141.149722,908,-9,A
Cardiff,"Cardiff",United Kingdom,CWL,EGFF,51.396667,-3.343333,220,0,E
Canadian Rockies Intl,"Cranbrook",Canada,YXC,CYXC,49.612222,-115.781944,3084,-7,A
Shageluk Airport,"Shageluk",United States,SHX,PAHX,62.692222,-159.569167,79,-9,A
New Castle,"Wilmington",United States,ILG,KILG,39.678722,-75.606528,79,-5,A
Cincinnati Muni Lunken Fld,"Cincinnati",United States,LUK,KLUK,39.103333,-84.418611,483,-5,A
Gustavo Rojas Pinilla,"San Andres Island",Colombia,ADZ,SKSP,12.583594,-81.711192,19,-5,U
Fort Worth Meacham Intl,"Fort Worth",United States,FTW,KFTW,32.819778,-97.362444,710,-6,A
Saint Exupery,"Lyon",France,LYS,LFLL,45.726387,5.090833,821,1,E
Turku,"Turku",Finland,TKU,EFTU,60.514142,22.262808,161,2,E
Pelican Seaplane Base,"Pelican",United States,PEC,,57.955278,-136.236389,0,-9,A
Lewistown Municipal Airport,"Lewistown",United States,LWT,KLWT,47.0493,-109.467,4170,-7,A
Los Garzones,"Monteria",Colombia,MTR,SKMR,8.823744,-75.825831,36,-5,U
St. George Airport,"St. George",United States,STG,,56.577222,-169.663611,125,-9,A
Tenakee Seaplane Base,"Tenakee Springs",United States,TKE,,57.779722,-135.218333,0,-9,A
Chignik Lagoon Airport,"Chignik Lagoon",United States,KCL,,56.311111,-158.534167,25,-9,A
Prospect Creek Airport,"Prospect Creek",United States,PPC,PAPR,66.814167,-150.643611,1095,-9,A
Nellis Afb,"Las Vegas",United States,LSV,KLSV,36.236197,-115.034253,1870,-8,A
Anacortes Airport,"Anacortes",United States,OTS,,48.498889,-122.6625,241,-8,A
LM Clayton Airport,"Wolf Point",United States,OLF,KOLF,48.094444,-105.575,1986,-7,A
Komatsu,"Kanazawa",Japan,KMQ,RJNK,36.394611,136.406544,36,9,U
Crooked Creek Airport,"Crooked Creek",United States,CKD,,61.867778,-158.135,178,-9,A
Lourdes,"Tarbes",France,LDE,LFBT,43.178675,-0.006439,1260,1,E
Chuathbaluk Airport,"Chuathbaluk",United States,CHU,PACH,61.579167,-159.215556,243,-9,A
Perryville Airport,"Perryville",United States,KPV,PAPE,55.906667,-159.160833,29,-9,A
Leeds Bradford,"Leeds",United Kingdom,LBA,EGNM,53.865897,-1.660569,681,0,E
Koliganek Airport,"Koliganek",United States,KGK,PAJZ,59.726667,-157.259444,269,-9,A
Jacksonville Nas,"Jacksonville",United States,NIP,KNIP,30.235834,-81.680556,22,-5,A
Shaw Afb,"Sumter",United States,SSC,KSSC,33.972719,-80.470564,242,-5,A
Mc Guire Afb,"Wrightstown",United States,WRI,KWRI,40.015556,-74.591667,131,-5,A
Provence,"Marseille",France,MRS,LFML,43.435555,5.213611,74,1,E
Trenton Mercer,"Trenton",United States,TTN,KTTN,40.276692,-74.813469,213,-5,A
Hyakuri,"Ibaraki",Japan,IBR,RJAH,36.181083,140.415444,105,9,U
Merignac,"Bordeaux",France,BOD,LFBD,44.828335,-0.715556,162,1,E
Frankfurt Hahn,"Hahn",Germany,HHN,EDFH,49.948672,7.263892,1649,1,E
Karuluk Airport,"Karluk",United States,KYK,PAKY,57.566944,-154.450278,137,-9,A
Scott Afb Midamerica,"Belleville",United States,BLV,KBLV,38.545178,-89.835183,459,-6,A
Dawson Community Airport,"Glendive",United States,GDV,KGDV,47.138611,-104.807222,749,-7,A
Prestwick,"Prestwick",United Kingdom,PIK,EGPK,55.509444,-4.586667,65,0,E
Delaware County Airport,"Muncie",United States,MIE,,40.2424722,-85.39575,937,-5,U
Nelson Lagoon,"Nelson Lagoon",United States,NLG,PAOU,56.0075,-161.160278,14,-9,A
Whitehorse Intl,"Whitehorse",Canada,YXY,CYXY,60.709553,-135.067269,2317,-8,A
Christmas Island,"Kiritimati",Kiribati,CXI,PLCH,1.986161,-157.349778,5,-12,U
Terre Haute Intl Hulman Fld,"Terre Haute",United States,HUF,KHUF,39.451464,-87.307561,589,-5,A
Port Moller Airport,"Cold Bay",United States,PML,PAAL,56.006111,-160.560833,20,-9,A
Jonesboro Muni,"Jonesboro",United States,JBR,KJBR,35.831708,-90.646417,262,-6,A
Nondalton Airport,"Nondalton",United States,NNL,PANO,59.966944,-154.851667,262,-9,A
Gander Intl,"Gander",Canada,YQX,CYQX,48.936944,-54.568056,496,-4,A
Augusto Severo,"Natal",Brazil,NAT,SBNT,-5.911417,-35.247717,169,-3,S
Campbell Aaf,"Hopkinsville",United States,HOP,KHOP,36.668567,-87.496183,573,-6,A
Samaná El Catey International Airport,"Samana",Dominican Republic,AZS,MDCY,19.267,-69.742,30,-4,U
Igiugig Airport,"Igiugig",United States,IGG,PAIG,59.324,-155.902,90,-9,A
Volk Fld,"Camp Douglas",United States,VOK,KVOK,43.938956,-90.253433,912,-6,A
Grande Prairie,"Grande Prairie",Canada,YQU,CYQU,55.179722,-118.885,2195,-7,A
Nikolai Airport,"Nikolai",United States,NIB,PAFS,63.010833,-154.383889,427,-9,A
Levelock Airport,"Levelock",United States,KLL,,59.128056,-156.858611,39,-9,A
Alamogordo White Sands Regional Airport,"Alamogordo",United States,ALM,KALM,32.8399,-105.991,4200,-7,A
Goose Bay,"Goose Bay",Canada,YYR,CYYR,53.319168,-60.425833,160,-4,A
Anderson Rgnl,"Andersen",United States,AND,KAND,34.494583,-82.709389,782,-5,A
Sleetmute Airport,"Sleetmute",United States,SLQ,PASL,61.700566,-157.165833,190,-9,A
Birch Creek Airport,"Brich Creek",United States,KBC,,66.256708,-145.815319,450,-9,A
Takamatsu,"Takamatsu",Japan,TAK,RJOT,34.214167,134.015556,607,9,U
Kumamoto,"Kumamoto",Japan,KMJ,RJFT,32.837319,130.85505,642,9,U
Eielson Afb,"Fairbanks",United States,EIL,PAEI,64.665667,-147.1015,548,-9,A
Tyndall Afb,"Panama City",United States,PAM,KPAM,30.069567,-85.575417,17,-6,A
Antonio Narino,"Pasto",Colombia,PSO,SKPS,1.396247,-77.291478,5951,-5,U
Alfonso Lopez Pumarejo,"Valledupar",Colombia,VUP,SKVP,10.435042,-73.249506,456,-5,U
False Pass Airport,"False Pass",United States,KFP,PAKF,54.8475,-163.410278,20,-9,A
Lea Co Rgnl,"Hobbs",United States,HOB,KHOB,32.687528,-103.217028,3661,-7,A
Twin Hills Airport,"Twin Hills",United States,TWA,,59.074444,-160.275,82,-9,A
Bremerton National,"Bremerton",United States,PWT,KPWT,47.490244,-122.764814,444,-8,A
Nanaimo Harbour Water Airport,"Nanaimo",Canada,ZNA,CAC8,49.183333,-123.95,0,-8,A
Circle City Airport,"Circle",United States,IRC,PACR,65.827778,-144.076111,613,-9,A
Elfin Cove Seaplane Base,"Elfin Cove",United States,ELV,PAEL,58.195278,-136.3475,0,-9,A
Atka Airport,"Atka",United States,AKB,PAAK,52.220278,-174.206389,56,-9,A
South Naknek Airport,"South Naknek",United States,WSN,PFWS,58.702222,-157.0025,162,-9,A
Hickory Rgnl,"Hickory",United States,HKY,KHKY,35.741147,-81.38955,1189,-5,A
Snohomish Co,"Everett",United States,PAE,KPAE,47.906342,-122.281564,606,-8,A
Mobile Downtown,"Mobile",United States,BFM,KBFM,30.626783,-88.068092,26,-6,A
Barnes Municipal,"Westfield",United States,BAF,KBAF,42.1579472,-72.715875,270,-4,A
Coldfoot Airport,"Coldfoot",United States,CXF,,67.251389,-150.176111,1014,-9,A
St Mawgan,"Newquai",United Kingdom,NQY,EGDG,50.440558,-4.995408,390,0,E
Pau Pyrenees,"Pau",France,PUF,LFBP,43.38,-0.418611,616,1,E
Hill Afb,"Ogden",United States,HIF,KHIF,41.123939,-111.973039,4789,-7,A
North Island Nas,"San Diego",United States,NZY,KNZY,32.699219,-117.21531,26,-8,A
Ekwok Airport,"Ekwok",United States,KEK,,59.356944,-157.471111,135,-9,A
Norfolk Ns,"Norfolk",United States,NGU,KNGU,36.937644,-76.289289,15,-5,A
Osan Ab,"Osan",South Korea,OSN,RKSO,37.090617,127.029594,40,9,U
Vance Winkworth Amory International Airport,"Charlestown",Saint Kitts and Nevis,NEV,TKPN,17.205678,-62.589869,14,-4,U
Fort Worth Alliance Airport,"Fort Worth",United States,AFW,KAFW,32.987778,-97.318889,722,-6,A
Tampere Pirkkala,"Tampere",Finland,TMP,EFTP,61.414147,23.604392,390,2,E
Iwo Jima,"Iwojima",Japan,IWO,RJAW,24.784,141.322722,384,10,U
Ely Airport,"Ely",United States,ELY,KELY,39.299722,-114.841944,6259,-8,A
Amilcar Cabral Intl,"Amilcar Cabral",Cape Verde,SID,GVAC,16.741389,-22.949444,177,-1,U
Powell River Airport,"Powell River",Canada,YPW,CYPW,49.8342,-124.5,425,-8,A
Perales,"Ibague",Colombia,IBE,SKIB,4.421608,-75.1333,2999,-5,U
Benito Salas,"Neiva",Colombia,NVA,SKNV,2.95015,-75.294,1464,-5,U
Ugolny Airport,"Anadyr",Russia,DYR,UHMA,64.73495,177.741483,194,12,N
Hakodate,"Hakodate",Japan,HKD,RJCH,41.77,140.821944,151,9,U
Stony River 2 Airport,"Stony River",United States,SRV,,61.7875,-156.591111,230,-9,A
Rampart Airport,"Rampart",United States,RMP,,65.507778,-150.140833,302,-9,A
Ambrosio L V Taravella,"Cordoba",Argentina,COR,SACO,-31.323619,-64.207953,1604,-3,N
Dawson City,"Dawson",Canada,YDA,CYDA,64.043056,-139.127778,1215,-8,A
Macdill Afb,"Tampa",United States,MCF,KMCF,27.849339,-82.521214,14,-5,A
Minto Airport,"Minto",United States,MNT,,65.143611,-149.37,460,-9,A
Travis Afb,"Fairfield",United States,SUU,KSUU,38.262692,-121.927464,62,-8,A
Lesquin,"Lille",France,LIL,LFQQ,50.561942,3.089444,157,1,E
Cape Lisburne Lrrs,"Cape Lisburne",United States,LUR,PALU,68.875133,-166.110022,12,-9,A
Dover Afb,"Dover",United States,DOV,KDOV,39.129539,-75.465958,28,-5,A
Stephenville,"Stephenville",Canada,YJT,CYJT,48.544167,-58.549999,80,-4,A
Le Bourget,"Paris",France,LBG,LFPB,48.969444,2.441389,218,1,E
Pensacola Nas,"Pensacola",United States,NPA,KNPA,30.352656,-87.318647,28,-6,A
Nikolski Air Station,"Nikolski",United States,IKO,PAKO,52.941667,-168.848889,77,-9,A
Tin City LRRS Airport,"Tin City",United States,TNC,PATC,65.563056,-167.921667,269,-9,A
Pyrzowice,"Katowice",Poland,KTW,EPKT,50.474253,19.080019,995,1,E
Anniston Metro,"Anniston",United States,ANB,KANB,33.588167,-85.858111,612,-6,A
Palmer Muni,"Palmer",United States,PAQ,PAAQ,61.594914,-149.088711,242,-9,A
Lawson Aaf,"Fort Benning",United States,LSF,KLSF,32.337322,-84.991283,232,-5,A
Eareckson As,"Shemya",United States,SYA,PASY,52.712275,174.11362,98,-10,A
Davis Monthan Afb,"Tucson",United States,DMA,KDMA,32.166467,-110.883144,2704,-7,A
Kochi,"Kochi",Japan,KCZ,RJOK,33.546111,133.669444,42,9,U
Takotna Airport,"Takotna",United States,TCT,,62.971944,-156.082778,825,-9,A
Campbell River,"Campbell River",Canada,YBL,CYBL,49.950832,-125.270833,346,-8,A
Cape Newenham Lrrs,"Cape Newenham",United States,EHM,PAEH,58.646428,-162.062778,541,-9,A
El Centro Naf,"El Centro",United States,NJK,KNJK,32.829222,-115.671667,-42,-8,A
Pedro Bay Airport,"Pedro Bay",United States,PDB,,59.782222,-154.1325,45,-9,A
Indian Mountain Lrrs,"Indian Mountains",United States,UTO,PAIM,65.992794,-153.704289,1220,-9,A
Luxembourg,"Luxemburg",Luxembourg,LUX,ELLX,49.626575,6.211517,1234,1,E
Langley Afb,"Hampton",United States,LFI,KLFI,37.082881,-76.360547,11,-5,A
Luton,"London",United Kingdom,LTN,EGGW,51.874722,-0.368333,526,0,E
Culiacan Intl,"Culiacan",Mexico,CUL,MMCL,24.764547,-107.474717,108,-7,S
Point Mugu Nas,"Point Mugu",United States,NTD,KNTD,34.120285,-119.12094,13,-8,A
Obihiro,"Obihiro",Japan,OBO,RJCB,42.733333,143.217222,505,9,U
Las Cruces Intl,"Las Cruces",United States,LRU,KLRU,32.289417,-106.921972,4456,-7,A
Offutt Afb,"Omaha",United States,OFF,KOFF,41.118332,-95.912511,1052,-6,A
Cape Romanzof Lrrs,"Cape Romanzof",United States,CZF,PACZ,61.780297,-166.038747,457,-9,A
Barksdale Afb,"Shreveport",United States,BAD,KBAD,32.50182,-93.662674,166,-6,A
Red Devil Airport,"Red Devil",United States,RDV,,61.788056,-157.350278,174,-9,A
Brown Field Municipal Airport,"San Diego",United States,SDM,KSDM,32.5722722,-116.9801611,526,-7,A
Elmendorf Afb,"Anchorage",United States,EDF,PAED,61.250986,-149.806503,212,-9,A
Coronel Francisco Secada Vignetta Intl,"Iquitos",Peru,IQT,SPQT,-3.784739,-73.308806,306,-5,U
Matsuyama,"Matsuyama",Japan,MYJ,RJOM,33.827222,132.699722,25,9,U
Mojave,"Mojave",United States,MHV,KMHV,35.059364,-118.151856,2791,-8,A
Midway Atoll,"Midway",Midway Islands,MDY,PMDY,28.201725,-177.380636,13,-11,U
Leipzig Halle,"Leipzig",Germany,LEJ,EDDP,51.432447,12.241633,465,1,E
Port Clarence Coast Guard Station,"Port Clarence",United States,KPC,PAPC,65.2537,-166.859,10,-9,A
Juan Gualberto Gomez Intl,"Varadero",Cuba,VRA,MUVR,23.034445,-81.435278,210,-5,U
Landvetter,"Gothenborg",Sweden,GOT,ESGG,57.662836,12.279819,506,1,E
Mackinac Island Airport,"Mackinac Island",United States,MCD,,45.8649344,-84.637344,740,-5,U
Tenerife Sur,"Tenerife",Spain,TFS,GCTS,28.044475,-16.572489,209,0,E
Diego Aracena Intl,"Iquique",Chile,IQQ,SCDA,-20.535222,-70.181275,155,-4,S
Mountain Home Afb,"Mountain Home",United States,MUO,KMUO,43.043603,-115.872431,2996,-7,A
Waterloo,"Waterloo",Canada,YKF,CYKF,43.460833,-80.378611,1054,-5,A
Vaernes,"Trondheim",Norway,TRD,ENVA,63.457556,10.92425,56,1,E
Gulkana,"Gulkana",United States,GKN,PAGK,62.154888,-145.456639,1580,-9,A
Hana,"Hana",United States,HNM,PHHN,20.795636,-156.014439,78,-10,A
Coffman Cove Seaplane Base,"Coffman Cove",United States,KCC,,56.014722,-132.833889,0,-9,A
Wittman Regional Airport,"Oshkosh",United States,OSH,KOSH,44.024983,-88.551336,790,-5,A
Fredericton,"Fredericton",Canada,YFC,CYFC,45.868889,-66.537222,68,-4,A
Rocky Mountain Metropolitan Airport,"Broomfield-CO",United States,BJC,KBJC,39.90888888,-105.11722222,5670,-7,A
Matsumoto,"Matsumoto",Japan,MMJ,RJAF,36.166758,137.922669,2182,9,U
Lackland Afb Kelly Fld Annex,"San Antonio",United States,SKF,KSKF,29.384228,-98.581108,691,-6,A
Wright Patterson Afb,"Dayton",United States,FFO,KFFO,39.826111,-84.048332,823,-5,A
Tinker Afb,"Oklahoma City",United States,TIK,KTIK,35.414739,-97.386633,1291,-6,A
Diosdado Macapagal International,"Angeles City",Philippines,CRK,RPLC,15.185833,120.560278,484,8,U
Jeju Intl,"Cheju",South Korea,CJU,RKPC,33.511306,126.493028,118,9,U
Lech Walesa,"Gdansk",Poland,GDN,EPGD,54.377569,18.466222,489,1,E
Guillermo Leon Valencia,"Popayan",Colombia,PPN,SKPP,2.4544,-76.609319,5687,-5,U
Rock Sound,"Rock Sound",Bahamas,RSD,MYER,24.8917,-76.177739,10,-5,U
Cape Town Intl,"Cape Town",South Africa,CPT,FACT,-33.964806,18.601667,151,2,U
Seymour Johnson Afb,"Goldsboro",United States,GSB,KGSB,35.339383,-77.960589,110,-5,A
Holloman Afb,"Alamogordo",United States,HMN,KHMN,32.852519,-106.106525,4093,-7,A
North Whale Seaplane Base,"North Whale Pass",United States,WWP,,56.116389,-133.121667,0,-9,A
Vandenberg Afb,"Lompoc",United States,VBG,KVBG,34.737333,-120.584306,369,-8,A
Kitoi Bay Seaplane Base,"Kitoi Bay",United States,KKB,,58.190833,-152.370556,0,-9,A
Santa Monica Municipal Airport,"Santa Monica",United States,SMO,KSMO,34.0158333,-118.4513056,177,-7,A
Provideniya Bay,"Provideniya Bay",Russia,PVS,UHMD,64.378139,-173.243306,71,12,N
Port Protection Seaplane Base,"Port Protection",United States,PPV,,56.328889,-133.61,0,-9,A
Hyder Seaplane Base,"Hyder",United States,WHD,,55.903333,-130.006667,0,-9,A
Morristown Municipal Airport,"Morristown",United States,MMU,KMMU,40.79935,-74.4148747,187,-5,A
Del Caribe Intl Gen Santiago Marino,"Porlamar",Venezuela,PMV,SVMG,10.912926,-63.967581,74,-4,U
Yariguies,"Barrancabermeja",Colombia,EJA,SKEJ,7.024331,-73.8068,412,-5,U
Tofino,"Tofino",Canada,YAZ,CYAZ,49.082222,-125.7725,80,-8,A
Tatalina Lrrs,"Tatalina",United States,TLJ,PATL,62.894369,-155.976525,964,-9,A
Selfridge Angb,"Mount Clemens",United States,MTC,KMTC,42.608333,-82.8355,580,-5,A
Van Nuys,"Van Nuys",United States,VNY,KVNY,34.209811,-118.489972,802,-8,A
Alitak Seaplane Base,"Lazy Bay",United States,ALZ,,56.899444,-154.247778,0,-9,A
Opa Locka,"Miami",United States,OPF,KOPF,25.907,-80.278389,8,-5,A
Waterbury-Oxford Airport,"Oxford",United States,OXC,KOXC,41.4785556,-73.13525,726,-4,A
Robins Afb,"Macon",United States,WRB,KWRB,32.640144,-83.59185,294,-5,A
Minchumina Airport,"Lake Minchumina",United States,MHM,PAMH,63.886111,-152.301944,678,-9,A
McCarthy Airport,"McCarthy",United States,MXY,,61.4370608,-142.90307372,1531,-8,U
Kagoshima,"Kagoshima",Japan,KOJ,RJFK,31.803397,130.719408,906,9,U
EuroAirport Basel-Mulhouse-Freiburg,"Basel-Mulhouse-Freiburg",Switzerland,BSL,,47.59,7.529167,885,1,E
Northway,"Northway",United States,ORT,PAOR,62.961334,-141.929136,1716,-9,A
Andersen Afb,"Andersen",Guam,UAM,PGUA,13.583953,144.930025,627,10,U
Koln Bonn,"Cologne",Germany,CGN,EDDK,50.865917,7.142744,302,1,E
Boca Raton,"Boca Raton",United States,BCT,KBCT,26.3785,-80.107694,13,-5,A
Key West Nas,"Key West",United States,NQX,KNQX,24.575834,-81.688889,6,-5,A
Patuxent River Nas,"Patuxent River",United States,NHK,KNHK,38.285981,-76.411781,39,-5,A
Seal Bay Seaplane Base,"Seal Bay",United States,SYB,,58.166667,-152.5,0,-9,A
Fort Lauderdale Executive,"Fort Lauderdale",United States,FXE,KFXE,26.197281,-80.170706,13,-5,A
Excursion Inlet Seaplane Base,"Excursion Inlet",United States,EXI,,58.420556,-135.449167,0,-9,A
Farnborough,"Farnborough",United Kingdom,FAB,EGLF,51.275833,-0.776333,238,0,E
Torrejon,"Madrid",Spain,TOJ,LETO,40.496747,-3.445872,2026,1,E
Sydney,"Sydney",Canada,YQY,CYQY,46.161388,-60.047779,203,-4,A
Sierra Vista Muni Libby Aaf,"Fort Huachuca",United States,FHU,KFHU,31.588472,-110.344389,4719,-7,A
Vancouver Coal Harbour,"Vancouver",Canada,CXH,CAQ3,49.289722,-123.115833,0,-8,A
Coleman A Young Muni,"Detroit",United States,DET,KDET,42.409195,-83.009861,626,-5,A
Olga Bay Seaplane Base,"Olga Bay",United States,KOY,,57.161389,-154.229722,0,-9,A
Sechelt Aerodrome,"Sechelt-Gibsons",Canada,YHS,,49.460556,-123.718611,250,-8,A
Napa County Airport,"Napa",United States,APC,KAPC,38.2131944,-122.2806944,35,-7,A
Edwards Afb,"Edwards Afb",United States,EDW,KEDW,34.905417,-117.883739,2302,-8,A
Creech Afb,"Indian Springs",United States,INS,KINS,36.587183,-115.673353,3133,-8,A
Healy River Airport,"Healy",United States,HKB,PAHV,63.8675,-148.968889,1263,-9,A
Hydaburg Seaplane Base,"Hydaburg",United States,HYG,PAHY,55.206389,-132.828333,0,-9,A
Manley Hot Springs Airport,"Manley Hot Springs",United States,MLY,PAML,64.9975,-150.644167,270,-9,A
Naha,"Okinawa",Japan,OKA,ROAH,26.195814,127.645869,12,9,N
Francis S Gabreski,"West Hampton Beach",United States,FOK,KFOK,40.843656,-72.631789,67,-5,A
Homestead Arb,"Homestead",United States,HST,KHST,25.48855,-80.383567,6,-5,A
Grissom Arb,"Peru",United States,GUS,KGUS,40.648094,-86.152119,812,-5,A
Dekalb-Peachtree Airport,"Atlanta",United States,PDK,KPDK,33.8756111,-84.3019722,1003,-4,A
Yelizovo,"Petropavlovsk",Russia,PKC,UHPP,53.167889,158.453669,131,12,N
General Pedro Jose Mendez Intl,"Ciudad Victoria",Mexico,CVM,MMCV,23.703336,-98.956486,761,-6,S
Moser Bay Seaplane Base,"Moser Bay",United States,KMY,,57.025556,-154.145833,0,-9,A
Olympia Regional Airpor,"Olympia",United States,OLM,KOLM,46.9694044,-122.9025447,209,-7,A
Funter Bay Seaplane Base,"Funter Bay",United States,FNR,PANR,58.254444,-134.897778,0,-9,A
Whidbey Island Nas,"Whidbey Island",United States,NUW,KNUW,48.351803,-122.655906,47,-8,A
Almirante Padilla,"Rio Hacha",Colombia,RCH,SKRH,11.526222,-72.925958,43,-5,U
Addison,"Addison",United States,ADS,KADS,32.9685594,-96.8364478,644,-5,A
Santiago,"Santiago",Spain,SCQ,LEST,42.896333,-8.415144,1213,1,E
Amook Bay Seaplane Base,"Amook Bay",United States,AOS,,57.471389,-153.815278,0,-9,A
Waimea Kohala,"Kamuela",United States,MUE,PHMU,20.001328,-155.668108,2671,-10,A
Golden Airport,"Golden",Canada,YGE,CYGE,51.2992,-116.982,2575,-7,A
Mc Clellan Afld,"Sacramento",United States,MCC,KMCC,38.667639,-121.400611,75,-8,A
Menara,"Marrakech",Morocco,RAK,GMMX,31.606886,-8.0363,1545,0,N
Schonefeld,"Berlin",Germany,SXF,EDDB,52.380001,13.5225,157,1,E
Vnukovo,"Moscow",Russia,VKO,UUWW,55.591531,37.261486,685,4,N
Port Hardy,"Port Hardy",Canada,YZT,CYZT,50.680556,-127.366667,71,-8,A
Bryce Canyon,"Bryce Canyon",United States,BCE,KBCE,37.706444,-112.145806,7590,-7,A
Baden Airpark,"Karlsruhe/Baden-Baden",Germany,FKB,EDSB,48.7793,8.08048,407,1,E
Central Airport,"Central",United States,CEM,PACE,65.573889,-144.780833,937,-9,A
Rosecrans Mem,"Rosecrans",United States,STJ,KSTJ,39.771944,-94.909706,826,-6,A
West Point Village Seaplane Base,"West Point",United States,KWP,,57.77,-153.548889,0,-9,A
Allen Aaf,"Delta Junction",United States,BIG,PABI,63.994547,-145.721642,1291,-9,A
Klawock Airport,"Klawock",United States,KLW,PAKW,55.579167,-133.076111,80,-9,A
Point Baker Seaplane Base,"Point Baker",United States,KPB,,56.351944,-133.6225,0,-9,A
Ingeniero Juan Guillermo Villasana,"Pachuca",Mexico,PCA,MMPC,20.0772,-98.782814,7600,-6,S
Kendall Tamiami Executive,"Kendall-tamiami",United States,TMB,KTMB,25.647889,-80.432777,8,-5,A
Nanaimo,"Nanaimo",Canada,YCD,CYCD,49.052333,-123.870167,93,-8,A
Buttonville Muni,"Toronto",Canada,YKZ,CYKZ,43.862221,-79.37,650,-5,A
Windsor,"Windsor",Canada,YQG,CYQG,42.275556,-82.955556,622,-5,A
Executive,"Orlando",United States,ORL,KORL,28.545464,-81.332936,113,-5,A
London St Pancras,"London",United Kingdom,STP,,51.53,-0.125,0,0,E
Moton Field Municipal Airport,"Tuskegee",United States,06A,,32.4605722,-85.6800278,264,-5,A
Centennial,"Denver",United States,APA,KAPA,39.570129,-104.849294,5883,-7,A
Morrisville Stowe State Airport,"Morrisville",United States,MVL,KMVL,44.535,-72.614,732,-5,A
Inuvik Mike Zubko,"Inuvik",Canada,YEV,CYEV,68.304167,-133.482778,224,-7,A
Henderson Executive Airport,"Henderson",United States,HSH,KHND,35.972778,-115.134444,1881,-8,A
Blagnac,"Toulouse",France,TLS,LFBO,43.629075,1.363819,499,1,E
Jacqueline Cochran Regional Airport,"Palm Springs",United States,TRM,KTRM,33.626666,-116.1596667,0,-7,A
Sacramento Executive,"Sacramento",United States,SAC,KSAC,38.512524,-121.49347,24,-8,A
Southwest Michigan Regional Airport,"Benton Harbor",United States,BEH,,42.1285833,-86.4285,643,-5,U
Port Bailey Seaplane Base,"Port Bailey",United States,KPY,,57.93,-153.040556,0,-9,A
Tatitlek Airport,"Tatitlek",United States,TEK,,60.8725,-146.691111,62,-9,A
Mayo,"Mayo",Canada,YMA,CYMA,63.616389,-135.868333,1653,-8,A
Old Crow,"Old Crow",Canada,YOC,CYOC,67.570556,-139.839167,824,-8,A
Sharona,"Sharona",Afghanistan,AZ3,OASA,33.1277215,68.8369847,7400,4.5,N
Livingood Airport,"Livingood",United States,LIV,,65.531111,-148.541111,696,-9,A
Sugar Land Regional Airport,"Sugar Land",United States,SGR,KSGR,29.62225,-95.6565278,82,-6,A
Tuktoyaktuk,"Tuktoyaktuk",Canada,YUB,CYUB,69.433334,-133.026389,15,-7,A
Abbotsford,"Abbotsford",Canada,YXX,CYXX,49.025278,-122.360556,195,-8,A
Linate,"Milan",Italy,LIN,LIML,45.445103,9.276739,353,1,E
Bern Belp,"Bern",Switzerland,BRN,LSZB,46.9141,7.497153,1674,1,E
Easton-Newnam Field Airport,"Easton",United States,ESN,KESN,38.8041667,-76.069,72,-5,A
Sedona,"Sedona",United States,SDX,KSEZ,34.848628,-111.788472,4830,-7,A
